ID,Label,Assigned,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9
IMG0021,C7,C7,0.04857883081034679,0.06972448842991529,0.03447886368208405,0.02734312258143847,0.14232631250636701,0.06201226481165248,0.014687706979106527,0.37064623215467085,0.04523516325464604,0.18496701478977245
IMG0022,C8,C8,0.06130218455128824,0.11735952084749063,0.08884124140438854,0.04486415375065861,0.10412898281138852,0.10961000387209353,0.03607851585266789,0.07190253448926372,0.25480635501973814,0.1111065074010219
IMG0023,C4,C4,0.008647083282755002,0.041077921259031425,0.057107354779423074,0.05388497213499688,0.31316171313981994,0.03462946491523683,0.05179279138178876,0.06164186781376586,0.08758098759965836,0.2904758436935241
IMG0024,C5,C5,0.05879058921106051,0.07276167841249792,0.041128070787611444,0.13361760366304012,0.03237068864186118,0.3595457831928429,0.028979137210489697,0.028085206074401445,0.1660977138498127,0.07862352895638194
IMG0025,C7,C7,0.020473641636842184,0.10322086400372814,0.06506239003509258,0.024141376315126046,0.07933690580713085,0.026598090364466625,0.011170454617692463,0.40965175021686867,0.06250667964692745,0.1978378473561247
IMG0026,C6,C6,0.05430347588177013,0.02032016793865244,0.07520654740696711,0.010727326233965323,0.017893921584839614,0.05049847723116978,0.6493020989694581,0.008265927445088396,0.09880722465778131,0.014674832650307813
IMG0027,C9,C9,0.017978048464389107,0.05056947894832559,0.04683585127584115,0.0924188523910881,0.1336801207534216,0.09777039515579919,0.04970252341083739,0.2096972356558192,0.0459790439077237,0.25536845003675485
IMG0028,C6,C6,0.03902225695053403,0.024578975472190873,0.05873581689149284,0.01640731097618482,0.08795749943650118,0.03904901701466284,0.6007789046903501,0.03600904427520978,0.04463578913062041,0.052825385162253304
IMG0029,C8,C8,0.0236363400143868,0.021478866925473107,0.11543608989079608,0.1943167415816015,0.10511571984285188,0.04560364856651233,0.05252776692346251,0.04038785910950012,0.268877376681123,0.13261959046429286
IMG0030,C4,C7,0.03817389594118154,0.032317260779109895,0.040130246478771954,0.04166794856092481,0.2045888456276766,0.05758588689237751,0.052321912202446516,0.25506014146106853,0.053746439264463826,0.2244074227919787
IMG0031,C4,C4,0.017139235135282406,0.01276410375368467,0.09778637361660915,0.04657265990956552,0.4242135116602352,0.022094115803821982,0.0435312390284081,0.07645558676258653,0.030046258096535113,0.22939691623327155
IMG0032,C7,C7,0.02398481274874456,0.025569793807240813,0.03110289219355167,0.049550009354515534,0.06942870263359745,0.07063053292931301,0.030089122024899335,0.4613473806901959,0.03421065838318069,0.20408609523476096
IMG0033,C5,C1,0.07432015013440078,0.16782075173527577,0.10908535038295825,0.060124546147953005,0.0846065003465066,0.14826355025557672,0.0931288581623284,0.12866490803260708,0.042725173998941234,0.09126021080345217
IMG0034,C6,C6,0.029762579219444855,0.07517736809663353,0.07298796785028168,0.028444313376004116,0.10407209859389617,0.06942230790179275,0.4535217120895287,0.05644980648070236,0.04514358124676952,0.0650182651449456
IMG0035,C9,C9,0.01129277214915377,0.05059943300505899,0.03366371060259551,0.0966485008293438,0.15649635885674243,0.09826249999025392,0.04186597520426568,0.08438736560632615,0.14190294985897692,0.2848804338972829
IMG0036,C3,C3,0.1617108413004877,0.02209354016537623,0.053187313408145157,0.5544525559861243,0.017490921745470654,0.06754499528128369,0.011367968675346818,0.03813380785915842,0.05007289537938788,0.023945160199219464
IMG0037,C0,C0,0.8621840646697462,0.004665138904751051,0.005683989730733804,0.01628591153060387,0.003986525443889807,0.047631400707644385,0.0032003267713508607,0.007636441251317333,0.04474454584892842,0.003981655141034579
IMG0038,C7,C7,0.04591534723516451,0.028389864363479296,0.06071644818934991,0.013031477016276747,0.07754556352592613,0.02580542959952267,0.0070962354594026975,0.5309164188833158,0.04840818722241844,0.162175028505143
IMG0039,C6,C6,0.02795404748024828,0.1845534433687141,0.10357983530565398,0.05905430609425194,0.031357465472347155,0.11583111352534309,0.2894346515703608,0.030019342338603285,0.10738802742944882,0.05082776741502891
IMG0040,C9,C9,0.01885220308706377,0.09866371604039378,0.04816412220092089,0.06421004299607412,0.15007561127764318,0.10611771297812066,0.05440328434870908,0.10573164874558313,0.06968934069019993,0.2840923176352915
IMG0041,C6,C6,0.03920792438535607,0.13012199708792047,0.07789876239890528,0.04114696828195415,0.092849649781108,0.14416071628805752,0.29040232376196673,0.052801666384962524,0.05193755207809162,0.07947243955167743
IMG0042,C0,C0,0.500602458859872,0.034397329864447726,0.04114227630228843,0.07918562381583526,0.021928606648564455,0.18353496795425905,0.009929354370282646,0.056048876456401844,0.05063701380063729,0.02259349192741109
IMG0043,C4,C4,0.06557997488090073,0.05946954757674444,0.061057194715421946,0.03124980433157946,0.34000411736614317,0.06746776219085053,0.06616978719566687,0.09388919488083335,0.03221223801754864,0.18290037884431065
IMG0044,C1,C1,0.02055103003913317,0.4787118406649144,0.10704655358292647,0.03759177619790562,0.06074499786903078,0.042153104875354216,0.02544803798350687,0.049302659141921557,0.12505286868511273,0.05339713096019402
IMG0045,C7,C7,0.010286150541572548,0.04047401651572716,0.04122044388280705,0.05583943826886807,0.06853981205898294,0.0365655419892046,0.01747652095755774,0.4483722901093803,0.04693064420057396,0.2342951414753257
IMG0046,C6,C6,0.026018922670374926,0.12013920571405431,0.1093954362208599,0.026521910975971567,0.0870505000008298,0.08393389397636493,0.3406427128550158,0.06704150582053817,0.05193966435754559,0.08731624740844456
IMG0047,C4,C4,0.015717479220732935,0.06920322538056994,0.08534228219499697,0.011756627575104423,0.3721904139196573,0.02186245945681888,0.07390196091588884,0.09749453553329543,0.05144688507632097,0.2010841307266144
IMG0048,C3,C8,0.016538517159178246,0.11454224363287861,0.09460571053338158,0.1537563670647361,0.034283626635652556,0.12961728927077656,0.061609601097652414,0.0630410638312517,0.21780391399714588,0.11420166677734608
IMG0049,C1,C1,0.026709397667122707,0.5552902707062205,0.058646091361664376,0.053782103144685865,0.027184701827973827,0.08504695433098312,0.043514282692325566,0.03581956629010384,0.06810269127884493,0.0459039407000755
IMG0050,C7,C2,0.022421076711251587,0.15981023364322103,0.2706053968945097,0.03418582750190836,0.07260663629464087,0.026151066326791785,0.018526374915661708,0.08738934928265721,0.20291593556747764,0.10538810286188009
IMG0051,C2,C2,0.21094250388188082,0.054115164035563164,0.5310881405971484,0.023039994073478995,0.016790548674612833,0.03335705447251788,0.07307204436969651,0.017066564122976635,0.029368187453157835,0.011159798318966999
IMG0052,C6,C5,0.07908721373262835,0.06392722311244925,0.053650575151274825,0.12000402433001568,0.06293221124213887,0.272553633142554,0.18405916210976994,0.03165036472942912,0.08564672660289742,0.04648886584684235
IMG0053,C7,C7,0.1376795670967658,0.030123319801813805,0.025453794793719977,0.02861545218407165,0.10579033992929013,0.1257646455586526,0.02827279227568791,0.36668033882206935,0.0347244639759927,0.11689528556193632
IMG0054,C6,C6,0.035501570544464116,0.17317177482264776,0.08633983368288664,0.05473132822960981,0.03467573666084865,0.14253909133976644,0.3065850202200515,0.026648812936386983,0.0921767154969792,0.047630116066358925
IMG0055,C7,C7,0.04018152450809954,0.08965398742242048,0.09870378476815378,0.030402176253727667,0.10176956117866252,0.03341531314194441,0.014388514798278743,0.3338909367219674,0.06482365902317733,0.1927705421835679
IMG0056,C9,C9,0.06869391142968918,0.02194081266480758,0.038467150629932036,0.057763893841563455,0.25479335012243315,0.05154399265485818,0.061441209084385065,0.09689647246902837,0.0660026047142799,0.2824566023890232
IMG0057,C9,C9,0.02112094772007954,0.07904479954955024,0.06024099974857527,0.02255408799938497,0.2251169626378944,0.030280182632736786,0.03125115771049089,0.13781953626533455,0.08152515000255929,0.31104617573339455
IMG0058,C4,C4,0.02958520114454289,0.01599647483130156,0.2042461797985741,0.02009714080203507,0.45981586615693215,0.01625517843660653,0.10048861212827147,0.03236647398403605,0.04262792693701541,0.07852094578068533
IMG0059,C5,C5,0.1919746400050464,0.017344259505670083,0.027660566157676265,0.23434280146807274,0.020857082151853012,0.3532406345700554,0.020130259240722908,0.020370627156913165,0.08878097613385787,0.025298153610132056
IMG0060,C4,C4,0.01703838009333741,0.0495791494795904,0.056555655175470745,0.06362609316639761,0.29001733302250515,0.06701347449430074,0.03168493765585783,0.12505764257864993,0.07270890080291852,0.22671843353097162
IMG0061,C6,C6,0.07082154495591998,0.028209299121094083,0.1140047195494176,0.015125358956779645,0.2653405212740679,0.019358461656874396,0.31742586089298064,0.08510769558204967,0.017481315940889558,0.06712522206992699
IMG0062,C1,C1,0.017039597747090737,0.579796905740938,0.04706448184307663,0.04113217529547242,0.034860878760520325,0.07367619030208424,0.04427433926668608,0.03739839472887574,0.06651214585552559,0.058244890459730046
IMG0063,C5,C1,0.07164999290725975,0.294464354257223,0.07242653584144823,0.05278156972196971,0.08833025272052843,0.18161309746628113,0.052180578247939195,0.05957971827553407,0.0694779834089124,0.057495917152904835
IMG0064,C7,C1,0.01892769343943225,0.16398155706587061,0.1391937615413653,0.03291512107686072,0.10339543398139078,0.059966660254734926,0.08378957101153084,0.16397254420081794,0.09024484859108664,0.14361280883691027
IMG0065,C4,C4,0.051458258179355724,0.03853301601148737,0.07544044542609792,0.04527835688549966,0.3117680911542923,0.04905237908262833,0.12688596420921458,0.07389288100069276,0.05294525635270978,0.174745351698022
IMG0066,C1,C1,0.02935702195259432,0.5114198212466597,0.041945026433074795,0.05034278761066443,0.05213188643576079,0.10187301172709913,0.05065810982767264,0.05024268114603197,0.04355059857441963,0.0684790550460228
IMG0067,C8,C5,0.07186988849085904,0.19057970602320157,0.058557709408964244,0.06080408556373188,0.05596562547887254,0.22400553094051565,0.020594147717655262,0.053854387978189665,0.18498871358973265,0.07878020480827712
IMG0068,C2,C2,0.13378789625675386,0.05097219248778783,0.323934997242771,0.03317620215017916,0.09706502910721161,0.0814151445797338,0.0956211762175075,0.07964476797918209,0.04505685589612787,0.05932573808274503
IMG0069,C6,C6,0.03641902556643817,0.009682843345110638,0.06618772143723002,0.007507971834318323,0.10468201365973565,0.016275203657878778,0.6714085650103249,0.03466841970591956,0.01695405629863373,0.03621417948440965
IMG0070,C9,C2,0.03451185337211834,0.031897984988978924,0.33418762182628114,0.06207783508577853,0.15775561100970345,0.027333718878128587,0.08331863351147943,0.10677178324333661,0.042224129653878076,0.11992082843031691
IMG0071,C0,C0,0.7302137857542426,0.004815139143872691,0.035595397373238705,0.03662717738793215,0.01868802269388165,0.04518253760020209,0.01823162306840511,0.026322510093823928,0.059518448180670966,0.024805358703730584
IMG0072,C7,C7,0.03389095970417402,0.033191592388950655,0.04313624360899449,0.06357204048061314,0.05948620257789458,0.05692673723150506,0.01793742152327182,0.45493491448252027,0.03112450858566097,0.20579937941641555
IMG0073,C3,C3,0.06054884210345322,0.035558651267488466,0.05672309483450459,0.40828072851504177,0.06050946040532683,0.12123166678021913,0.01601104037953307,0.0507309660673112,0.10566948901549365,0.0847360606316284
IMG0074,C1,C1,0.012449559381819004,0.5042645773019893,0.06094573190486888,0.06344581232891851,0.038472970170214074,0.08554384815742924,0.0648466905513116,0.039444895607826345,0.06365686467994636,0.06692904991567676
IMG0075,C1,C8,0.055527386637061735,0.11552534931835629,0.1616957278476307,0.085143502438618,0.0818699832589697,0.09443277441659745,0.020743428430682092,0.028752672099545597,0.29810652539857807,0.05820265015396055
IMG0076,C1,C1,0.021820703275168014,0.4643923581472306,0.07241960690078564,0.051425169662534104,0.08763186579629816,0.050372340395371175,0.019628832512260837,0.06514231113352412,0.09822757428485614,0.06893923789197169
IMG0077,C9,C7,0.07774519107436852,0.04970409507723723,0.052679808098927944,0.01138173799927766,0.20825650541807517,0.05051084005918014,0.03366579809582048,0.2761132616842535,0.05557098460743308,0.18437177788542627
IMG0078,C8,C8,0.05817845972949143,0.11251126996271749,0.13361401478796198,0.11319597111417547,0.056231308280963246,0.10748572233319693,0.04730379680267792,0.03147212501313213,0.256909876551408,0.08309745542427553
IMG0079,C6,C6,0.026754472237398397,0.12300091871667171,0.11545082232135055,0.0283007688500232,0.11304309932417564,0.08771199631517723,0.2802807761684747,0.06773019881397,0.054453986534855704,0.10327296071790278
IMG0080,C9,C0,0.15972779966751652,0.04903166782978707,0.11088017872388375,0.07084999523926828,0.14536487650009144,0.05931837704623055,0.09180499546153975,0.0939297791175428,0.08330413884861257,0.1357881915655268
IMG0081,C9,C9,0.041041217824819516,0.01890053574373094,0.07164094160166991,0.04086226133300103,0.23720440977971732,0.02476344637085995,0.044241064325257796,0.0945763197087376,0.11710157034466269,0.30966823296754337
IMG0082,C1,C1,0.015957071670533077,0.5142443582750743,0.048172218506975076,0.0490130005512837,0.05107120501919277,0.07734325835567925,0.04005322971351201,0.059309289706212014,0.06448219840411593,0.08035416979742184
IMG0083,C9,C5,0.01698710853470287,0.21460607792625228,0.020056943645546346,0.06267433991356391,0.06637956588637545,0.22154165082185834,0.05596327550758708,0.05107973051111248,0.17055169287250985,0.12015961438049177
IMG0084,C2,C2,0.05247231225970532,0.019298917939937276,0.6110684920016959,0.02361024544856771,0.040487617625377,0.029163832727751738,0.09358338044566321,0.05557485951284907,0.04087453129396756,0.03386581074448617
IMG0085,C0,C0,0.6987919479168628,0.013719737419283723,0.023516259617852586,0.026223268099797373,0.02606703737607363,0.072984980273796,0.008475427929112848,0.06412437244751931,0.04289172389623268,0.023205245023468574
IMG0086,C7,C7,0.027240850843023228,0.131182921250662,0.046813446921337695,0.04217130290326305,0.08884120859805475,0.06168203272109748,0.01597208498054076,0.35020891060427645,0.06396772907574318,0.17191951210200151
IMG0087,C9,C9,0.09455992375073106,0.03500203948718885,0.04936898122827184,0.044654009191251134,0.20320733497489968,0.0669670082939337,0.09937822306946514,0.1225991296692396,0.07072879248999611,0.21353455784502312
IMG0088,C7,C7,0.0431269662911057,0.010842685773456252,0.03544358125398891,0.05690666249802069,0.04904043794750839,0.034960305622046606,0.013313644530171023,0.6032302543412326,0.025000415437761363,0.12813504630470846
IMG0089,C3,C5,0.08482464168130878,0.06584123236176866,0.06223979522055067,0.16204420092486635,0.06611580227371265,0.29076490639056995,0.047824713135575174,0.06872610272513861,0.062150335152580304,0.08946827013392912
IMG0090,C8,C8,0.01307526283738719,0.03424471988806524,0.09821009552835595,0.13558143908269923,0.10957557090424086,0.16660308463168808,0.04971215878445784,0.07774291257960546,0.17982788510034578,0.1354268706631543
IMG0091,C2,C2,0.05503022009916824,0.0654034361097653,0.3663022062242271,0.02866710677661562,0.12842370866114403,0.04567780147985682,0.04705717237109537,0.08293786817981857,0.061249208411416074,0.11925127168689334
IMG0092,C7,C7,0.012706494586577965,0.0688449508031795,0.05286152916579706,0.020955105461388797,0.1279447566630733,0.022579003413410292,0.02170295821259948,0.3266222694541082,0.06620828386413469,0.27957464837573087
IMG0093,C9,C7,0.0302506114114919,0.07400079084301238,0.03064226665307356,0.061372758120172656,0.09741229023616087,0.07306247833167359,0.019424193633810184,0.2874504132155557,0.055851739866280545,0.2705324576887686
IMG0094,C0,C0,0.2997259044477282,0.022811228255020712,0.06916705494300458,0.18681463497001266,0.016609994452156863,0.14927100885991507,0.015370653137358262,0.04942904216506583,0.15312139248855464,0.03767908628118331
IMG0095,C7,C7,0.03567504975251599,0.016734764749573205,0.021391178795351986,0.045497950476356165,0.08025735375235184,0.04105660228125979,0.018445217750321895,0.5698345066234782,0.027574017591625727,0.143533358227165
IMG0096,C2,C2,0.032135100540777554,0.03000675012095199,0.6861602850363645,0.0395311869442488,0.025204508860312568,0.02521570910436921,0.06954637777794506,0.009314967483555397,0.06137711651216867,0.021507997619305618
IMG0097,C6,C6,0.02794169476197056,0.01628702254623299,0.041966595452604616,0.004442466866981,0.05444637827034899,0.01411147616419739,0.7795230516568328,0.012103729102589195,0.030878105706251154,0.018299479471991304
IMG0098,C9,C9,0.030964232063707336,0.015163730196745672,0.11511345648339927,0.023639578240549405,0.2782375819370951,0.018874974781719987,0.05749254644352122,0.12897978465154808,0.02768654611329791,0.30384756908841626
IMG0099,C4,C0,0.3423710449666785,0.0418571686826111,0.08550807998472511,0.01719510780316764,0.07812453076279385,0.06852986633634016,0.23119920722007312,0.04763599059944678,0.04813754232266576,0.03944146132149823
IMG0100,C9,C4,0.14119380877744425,0.03335010873714025,0.08916195084267656,0.033565983941609874,0.20123841780953,0.0775959471105122,0.07397779334850921,0.07301731563099062,0.10466274869683953,0.1722359251047477
IMG0101,C9,C9,0.02571326548085956,0.02433168965820899,0.02918046843506999,0.14265025705351295,0.12567927454121405,0.10574056277217543,0.044537472618763986,0.1002293433716607,0.08905754641648998,0.3128801196520444
IMG0102,C4,C4,0.029424178385828295,0.023761776684896405,0.062409483255584854,0.05081551779840074,0.3205322722387143,0.036651219551116464,0.045368314076147984,0.10024032743134306,0.036872372061355387,0.2939245385166125
IMG0103,C6,C6,0.03277895550680347,0.004992176919204102,0.01900912890253894,0.010286238881153785,0.0200942210334404,0.030920959409481218,0.8416371747982873,0.006836250334594583,0.024150483498391405,0.009294410716105022
IMG0104,C7,C7,0.0671228663578594,0.016722872489301238,0.026257253228582515,0.01699812344040273,0.1196004308878776,0.033406627230866764,0.013847957798195084,0.4034472867319782,0.030343632713113508,0.27225294912182313
IMG0105,C9,C5,0.07173741341809475,0.06512070440865773,0.0664141206844072,0.06221976478352501,0.12022527479371063,0.18768854965709095,0.059496793850271866,0.12066002371561409,0.09679418013217723,0.14964317455645046
IMG0106,C1,C1,0.02085595511602782,0.39730036635946014,0.05999322274348521,0.06225665560836523,0.06063366698537664,0.1278845297252316,0.08905752783136395,0.050172837583314756,0.05388433747908959,0.07796090056828513
IMG0107,C3,C9,0.016420115407494343,0.09401240012287182,0.07345890363568337,0.18167708563297455,0.10141186083842284,0.11870789324183278,0.044158615740778145,0.09587872642350767,0.06375355257508383,0.2105208463813505
IMG0108,C0,C0,0.8355049796579078,0.01247272940342978,0.009563996727712961,0.012357472723334066,0.009340385493946559,0.05772254007999053,0.012929258860439302,0.009674388580807587,0.033994259236529836,0.006439989235901173
IMG0109,C2,C2,0.06867344320902392,0.06845338308688391,0.3179296912907361,0.10764359825365112,0.08042442769714311,0.06723476621922804,0.015152791447129077,0.11376503852491886,0.06926817188793759,0.09145468838334783
IMG0110,C6,C6,0.04819971342773803,0.04445778586990817,0.05729746170283499,0.012384905720849793,0.09600829278275569,0.038579899384590985,0.5848607159438054,0.037413102824511116,0.03538601264874702,0.045412109694258886
IMG0111,C3,C3,0.029873261028806063,0.019249742937373256,0.04411972051009276,0.33723952095246684,0.02203633584876268,0.313748444376788,0.08372217601026742,0.017368247890485806,0.10504631174310868,0.027596238701848116
IMG0112,C2,C5,0.05100955884771542,0.05441770827688058,0.13773968180608354,0.1807101743398581,0.010093048152146192,0.21331331440399554,0.16701221650726006,0.010800809567980352,0.15299698261741407,0.02190650548066596
IMG0113,C8,C8,0.02726823225604945,0.08157735653961819,0.10611092869343626,0.051335170126437527,0.11523788542006173,0.10375896453415132,0.1003122736156277,0.051188758501064406,0.2800583264238391,0.0831521038897137
IMG0114,C3,C3,0.05466743766263394,0.043790696596857255,0.054423192807477885,0.5531997197060087,0.02677391314704429,0.06790100708680061,0.013869057891853779,0.09774874606890613,0.03663655510337472,0.05098967392904241
IMG0115,C4,C6,0.06345759084490116,0.013200515083840283,0.042727257233877554,0.009011687079858194,0.21034948647468496,0.03869996760983332,0.5050315289560277,0.02087251997192673,0.052532828178106936,0.04411661856694271
IMG0116,C1,C1,0.027863414317734383,0.4740723427272115,0.06280476060194402,0.04762074208045252,0.07360009001949268,0.06458468862113877,0.024685851227679394,0.09114076618484299,0.054236100438823036,0.07939124378068003
IMG0117,C0,C0,0.6612175144225411,0.018914336869697335,0.05561387921718967,0.0135054590200641,0.03360397442926407,0.07362918133880554,0.016205675284709235,0.05552477256709593,0.046921336584662125,0.02486387026597086
IMG0118,C2,C2,0.16333800271797858,0.025170509430907366,0.45696706349340016,0.04732591896144699,0.03945916638749416,0.0403178798473341,0.03596859961422419,0.06421616624409401,0.07115752544177212,0.05607916786134782
IMG0119,C8,C8,0.03299377405424673,0.09931593721137845,0.09052977577341578,0.030845514234644645,0.06007427864464905,0.09247123858742584,0.02796460891992417,0.039374343360812455,0.45178000374588784,0.07465052546761497
IMG0120,C1,C1,0.019094382944235856,0.5771390651887595,0.050064269097227006,0.041253329753866703,0.038067625833589,0.07342954058053963,0.044115084806569886,0.04610829873941479,0.05808676268114956,0.05264164037464808
IMG0121,C4,C4,0.02236634919170863,0.026939212881117735,0.14576574138503234,0.04607255469930903,0.32252223357765536,0.032094278783728794,0.05948255607430602,0.11919356864738112,0.026603123365638467,0.19896038139412323
IMG0122,C5,C5,0.12410653285360632,0.05599456643066737,0.03447939626269944,0.07879868489459659,0.07286491562311767,0.345869334269971,0.036765061616579144,0.11960656451585384,0.05915829085343377,0.07235665267947484
IMG0123,C2,C2,0.023818815468735557,0.09596310053359733,0.49570104380607705,0.03563395653643557,0.05554959261423278,0.024172053193739322,0.03925897645806578,0.036845494304719305,0.11673558448343457,0.07632138260096243
IMG0124,C3,C3,0.025217814096250468,0.047859185386336246,0.049703458486239395,0.4787524479586726,0.029840928438995287,0.10112311865694122,0.01393751581234753,0.08448924474741198,0.07908355658704032,0.08999272982976504
IMG0125,C1,C1,0.02670707616449295,0.5583655573820692,0.06376997538490509,0.05171837436481191,0.03150044133884341,0.07509997637675929,0.032501528138263444,0.04216000667466268,0.06647314742943136,0.051703916745760664
IMG0126,C9,C9,0.02326904888819483,0.06385327025878952,0.04200065462798834,0.11961016245896114,0.11978382531374183,0.13391101886275072,0.05835460576236577,0.14613427088019554,0.053884062251842745,0.23919908069516957
IMG0127,C9,C4,0.037398807295664666,0.021534437568497343,0.17376162935892717,0.02088441247082183,0.26720740963966755,0.02515171703961946,0.07709781619036198,0.16996237317185212,0.030489149316784023,0.17651224794780368
IMG0128,C3,C3,0.01540362329840701,0.015482139894069774,0.0470691875293783,0.7655416329760105,0.015811550571290224,0.042826897915432996,0.005505147429059457,0.028308495102456536,0.03312422540835176,0.030927099875543564
IMG0129,C3,C3,0.03692167347213164,0.010512376256356228,0.022199303549931236,0.6559437117068921,0.012610371080588254,0.07311389196876478,0.00324059490981844,0.04148850913910199,0.11187475343929672,0.03209481447711868
IMG0130,C2,C2,0.11793513091147655,0.06404261596148007,0.40009950629076646,0.08255940165374553,0.048054484426528966,0.05711168138572564,0.016546095617537573,0.0817062972591801,0.09403523782175177,0.03790954867180745
IMG0131,C3,C3,0.10155554772209027,0.04319166253484554,0.04839681245245151,0.4239790896383249,0.019222416964643826,0.10662467992949905,0.012525366819076587,0.14681763391099137,0.050671514975881224,0.04701527505219551
IMG0132,C6,C6,0.04460778128766764,0.04532883963599739,0.11942731453892805,0.032991464096495164,0.06196459710317379,0.05212230162251327,0.5010445157490324,0.017391880138311038,0.0856550144607994,0.03946629136708187
IMG0133,C2,C2,0.16508307883526854,0.08910206754900721,0.25771302430739546,0.015230825032820187,0.1017380596929992,0.05419953262597618,0.06999089935442594,0.11330829437667544,0.04923454442719132,0.08439967379824079
IMG0134,C3,C3,0.0684061167080059,0.07592378492058771,0.10238106593963643,0.36193451739751953,0.03303978879324444,0.11123946491752948,0.018191321222985068,0.1130022159475544,0.044226161072985465,0.07165556307995129
IMG0135,C4,C4,0.02344649233342814,0.03499770033318333,0.03215047789491958,0.01343807798295139,0.58191570513424,0.01669512226471603,0.053725652669542295,0.05996642531514634,0.028556754721529173,0.1551075913503436
IMG0136,C3,C3,0.013134670977381746,0.028783773622440997,0.02071910791557974,0.48912580522275534,0.04807689784644184,0.1813311916438837,0.036127274549844296,0.044281915015786745,0.0589754946619632,0.07944386854392267
